licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
982727,SOLINSURE,Sole Owner,1716 CHESTNUT STREET,BERKELEY,CA,94702,Alameda,(341) 333 0721,04/13/2013,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/09/2026,CSLBSearchData_163342171.xlsx
1050892,SOLIRVINE LLC,Limited Liability,31 TISBURY WAY,LADERA RANCH,CA,92694,Orange,(925) 548 4924,03/04/2019,03/31/2027,C46,Workers' Compensation Insurance,PIE CASUALTY INSURANCE COMPNAY,12/17/2026,CSLBSearchData_163444973.xlsx
1033780,SOLTECH ENERGY INC,Corporation,1814 HAWTHORNE ST,SAN JACINTO,CA,92583,Riverside,(951) 349 8521,12/08/2017,04/30/2028,C46,Workers' Compensation Insurance,PIE CASUALTY INSURANCE COMPNAY,11/11/2026,CSLBSearchData_163505900.xlsx
1083907,SOLV ENERGY LLC,Limited Liability,16680 WEST BERNARDO DR,SAN DIEGO,CA,92127,San Diego,(858) 251 4888,11/19/2021,11/30/2027,A | B | C10 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,05/01/2027,CSLBSearchData_163505900.xlsx
901436,SON LIGHT INC,Corporation,P O BOX 81796,BAKERSFIELD,CA,93380,Kern,(661) 393 5500,08/03/2007,08/31/2027,B | C10 | C46,Workers' Compensation Insurance,AMTRUST INSURANCE COMPANY,02/01/2027,CSLBSearchData_163412289.xlsx
1035189,SONOMARIN SOLAR INC,Corporation,675 IDYLBERY RD,SAN RAFAEL,CA,94903,Marin,(415) 985 5458,01/24/2018,01/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/19/2027,CSLBSearchData_163444973.xlsx
805496,SOURCE SOLAR INC,Corporation,"310 N INDIAN HILL BLVD,#403",CLAREMONT,CA,91711,Los Angeles,(714) 715 5901,03/12/2002,06/30/2027,B | C-5 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/25/2026,CSLBSearchData_163412289.xlsx
1055498,SOUTH SHORE ELECTRIC,Corporation,29336 TOURNAMENT,LAKE ELSINORE,CA,92530,Riverside,(951) 866 2828,07/03/2019,04/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/13/2027,CSLBSearchData_163505900.xlsx
1022373,SOUTHBAY NRG,Corporation,10408 NEWHOME AVE,SUNLAND,CA,91040,Los Angeles,(323) 251 4382,01/09/2017,01/31/2027,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/04/2027,CSLBSearchData_163412289.xlsx
1062963,SRS ROOFING & SOLAR INC,Corporation,1271 WASHINGTON AVE #337,SAN LEANDRO,CA,94577,Alameda,(510) 600 2299,02/03/2020,02/29/2028,C-2 | C39 | C46 | D24,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,01/01/2027,CSLBSearchData_163342171.xlsx
984910,STATEN SOLAR CORPORATION,Corporation,175 NORTECH PKWY,SAN JOSE,CA,95134,Santa Clara,(408) 780 2889,06/29/2013,06/30/2027,A | B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/13/2026,CSLBSearchData_163528025.xlsx
769804,STEED JOHN HOMES,Sole Owner,"16252 CONSTRUCTION CIR EAST,STE C",IRVINE,CA,92606,Orange,(949) 697 5652,10/06/1999,10/31/2027,ASB | B | C-5 | C-6 | C-7 | C-8 | C-9 | C10 | C20 | C36 | C46 | C54,Workers' Compensation Insurance,BENCHMARK INSURANCE COMPANY,11/15/2026,CSLBSearchData_163444973.xlsx
975678,STJ ENERGY,Sole Owner,11344 COLOMA RD STE 542,GOLD RIVER,CA,95670,Sacramento,(916) 335 5678,08/08/2012,10/31/2027,C20 | C38 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163505900.xlsx
1131980,STRAIGHT LINE ROOFING & CONSTRUCTION LLC,Limited Liability,3811 DIVIDEND DR STE A,SHINGLE SPRINGS,CA,95682,El Dorado,(530) 672 9995,01/22/2025,01/31/2027,B | C-2 | C-5 | C17 | C33 | C39 | C43 | C46 | C47 | D24 | D39 | D41 | D63 | D65,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
939095,SULPIZIO STUART,Sole Owner,8512 BRIER DR,LOS ANGELES,CA,90046,Los Angeles,(818) 216 3613,10/22/2009,10/31/2027,B | C10 | C20 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),12/06/2026,CSLBSearchData_163412289.xlsx
597784,SUN AMERICA SOLAR & CONSTRUCTION CO,Sole Owner,170 GREVEILLIA DR,PETALUMA,CA,94952,Sonoma,(707) 364 5915,07/06/1990,03/31/2028,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/22/2027,CSLBSearchData_163528025.xlsx
1074301,SUN DOLLAR SOLAR,Corporation,1440 BEAUMONT AVE #A2-345,BEAUMONT,CA,92223,Riverside,(951) 456 2016,03/26/2021,03/31/2027,B | C10 | C46,Workers' Compensation Insurance,STARSTONE NATIONAL INSURANCE COMPANY,02/03/2027,CSLBSearchData_163505900.xlsx
669250,SUN FIRST! INC,Corporation,136 MITCHELL BLVD,SAN RAFAEL,CA,94903,Marin,(415) 458 5870,04/14/1993,08/31/2027,B | C46,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,10/01/2026,CSLBSearchData_163444973.xlsx
326203,SUN LIGHT & POWER,Corporation,1035 FOLGER AVE,BERKELEY,CA,94710,Alameda,(510) 845 2997,10/12/1976,07/31/2027,B | C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
1131368,SUN LIGHT & POWER SOLUTIONS,Corporation,1035 FOLGER AVE,BERKELEY,CA,94710,Alameda,(510) 845 2997,01/07/2025,01/31/2027,B | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
952018,SUN MARSHALL SOLAR SERVICES,Sole Owner,1200 CRONIN DR,VALLEJO,CA,94589,Solano,(707) 319 5705,09/07/2010,09/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/26/2027,CSLBSearchData_163528025.xlsx
990449,SUN METRICS,Sole Owner,430 D STREET,DAVIS,CA,95616,Yolo,(530) 564 5383,02/07/2014,02/29/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/05/2027,CSLBSearchData_163547774.xlsx
759837,SUN POWER CONSTRUCTION INC,Corporation,P O BOX 101,TRUCKEE,CA,96160,Nevada,(530) 848 4027,03/02/1999,12/31/2027,C-4 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/04/2026,CSLBSearchData_163444973.xlsx
655330,SUN POWERED SOLUTIONS INC,Corporation,2111 SWEETBRIER ST,PALMDALE,CA,93550,Los Angeles,(661) 274 8400,09/29/1992,08/31/2028,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/04/2026,CSLBSearchData_163412289.xlsx
1055560,SUN SOLAR ENERGY SOLUTIONS,Corporation,12625 JOMANI DR STE 101,BAKERSFIELD,CA,93312,Kern,(661) 379 7000,07/05/2019,07/31/2027,C46,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,05/01/2027,CSLBSearchData_163412289.xlsx
1065395,SUN SOLAR ENERGY SOLUTIONS,Corporation,12625 JOMANI DR,BAKERSFIELD,CA,93312,Kern,(661) 379 7000,04/21/2020,04/30/2028,C10 | C46,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,05/01/2027,CSLBSearchData_163412289.xlsx
989112,SUN-TRICITY SOLAR POWER,Sole Owner,660 EMERALD AVE,EL CAJON,CA,92020,San Diego,(619) 894 5042,12/14/2013,12/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/26/2026,CSLBSearchData_163505900.xlsx
1154018,SUNBEAR ELECTRIC,Corporation,PO BOX 2231,WOODLAND,CA,95776,Yolo,(916) 798 2539,04/23/2026,04/30/2028,B | C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),06/09/2027,CSLBSearchData_163547774.xlsx
1078460,SUNBOLT SOLAR,Corporation,198 E 13TH ST,ARCATA,CA,95521,Humboldt,(831) 247 9555,07/20/2021,07/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/03/2027,CSLBSearchData_163412289.xlsx
749795,SUNCHASER INC,Corporation,10316 CHASECREEK LANE,LAKESIDE,CA,92040,San Diego,(760) 315 4597,05/21/1998,08/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/26/2027,CSLBSearchData_163505900.xlsx
1015070,SUNDANCE SOLAR,Corporation,"3478 BUSKIRK AVE,SUITE #1000",PLEASANT HILL,CA,94523,Contra Costa,(707) 469 3870,06/10/2016,06/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/08/2027,CSLBSearchData_163342171.xlsx
1061794,SUNERGY INC,Corporation,20311 HERMANA CIR,LAKE FOREST,CA,92630,Orange,(949) 758 0429,12/30/2019,12/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/13/2027,CSLBSearchData_163444973.xlsx
1021907,SUNKO SOLAR,Sole Owner,6322 S HARCOURT DR,LOS ANGELES,CA,90043,Los Angeles,(888) 997 8656,12/19/2016,12/31/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/25/2026,CSLBSearchData_163412289.xlsx
997589,SUNLIGHT SOLAR INC,Corporation,1300 N JOHNSON AVE SUITE 104,EL CAJON,CA,92020,San Diego,(619) 784 6990,10/14/2014,10/31/2026,B | C10 | C17 | C39 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,08/13/2027,CSLBSearchData_163505900.xlsx
1063414,"SUNLOGIX AC, HEATING , & SOLAR",Corporation,77824 WILDCAT DRIVE,PALM DESERT,CA,92211,Riverside,(760) 844 6507,02/18/2020,02/29/2028,B | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/18/2027,CSLBSearchData_163505900.xlsx
1039722,SUNMADE SMART ROOFING SOLAR & ELECTRIC,Corporation,4253 N VALENTINE AVE,FRESNO,CA,93722,Fresno,(559) 296 0040,05/23/2018,03/31/2027,C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/30/2027,CSLBSearchData_163342171.xlsx
1076156,SUNNY CREEK SOLAR AND MAINTENANCE INC,Corporation,16789 GABLE DRIVE,ESPARTO,CA,95627,Yolo,(530) 650 9770,05/24/2021,01/31/2028,C10 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,01/16/2027,CSLBSearchData_163547774.xlsx
1042628,SUNNY SOLAR POWER INC,Corporation,"175 WEST LEXINGTON AVENUE,SUITE F",EL CAJON,CA,92020,San Diego,(619) 961 9116,08/02/2018,07/31/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/23/2027,CSLBSearchData_163505900.xlsx
990589,SUNNYCAL SOLAR INCORPORATED,Corporation,6452 HOGAN DAM ROAD,VALLEY SPRINGS,CA,95252,Calaveras,(209) 464 6100,02/13/2014,02/29/2028,B | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,02/08/2027,CSLBSearchData_163342171.xlsx
977486,SUNRISE ENERGY SOLUTIONS INC,Corporation,P O BOX 3070,GRANITE BAY,CA,95746,Placer,,10/02/2012,10/31/2026,B | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,12/11/2026,CSLBSearchData_163505900.xlsx
913485,SUNRISE SOLAR,Corporation,3195 FITZGERALD ROAD,RANCHO CORDOVA,CA,95742,Sacramento,(916) 635 3000,04/04/2008,04/30/2028,B | C39 | C46,Workers' Compensation Insurance,AMERICAN ZURICH INSURANCE COMPANY,03/01/2027,CSLBSearchData_163505900.xlsx
1031082,SUNRISE SOLAR,Corporation,40 MARIGOLD LANE,FORESTVILLE,CA,95436,Sonoma,(707) 584 6807,09/15/2017,09/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/15/2026,CSLBSearchData_163528025.xlsx
970886,SUNRIVER SOLAR INC,Corporation,11880 LAKESHORE SOUTH,AUBURN,CA,95602,Placer,(916) 759 9513,03/14/2012,03/31/2028,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/04/2026,CSLBSearchData_163505900.xlsx
1044501,SUNSHINE PACIFIC GROUP AMERICA INC,Corporation,4195 CHINO HILLS PKWY STE 97,CHINO HILLS,CA,91709,San Bernardino,(909) 806 6027,09/18/2018,09/30/2026,B | C15 | C20 | C46 | HAZ,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,05/15/2027,CSLBSearchData_163505900.xlsx
961108,SUNSTALL INC,Corporation,"384 BEL MARIN KEYS BLVD STE,230",NOVATO,CA,94949,Marin,(415) 707 0305,05/17/2011,05/31/2027,B | C10 | C46,Workers' Compensation Insurance,FLORISTS MUTUAL INSURANCE COMPANY,08/15/2027,CSLBSearchData_163444973.xlsx
338647,SUNTEGRITY SOLAR,Corporation,122 CALISTOGA RD # 574,SANTA ROSA,CA,95409,Sonoma,(707) 623 1464,07/01/1977,07/31/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163528025.xlsx
940158,SUNTERRA CONSTRUCTION GROUP,Corporation,1120 JOSHUA WAY,VISTA,CA,92081,San Diego,(858) 630 8300,11/17/2009,11/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/13/2027,CSLBSearchData_163505900.xlsx
859460,SUNTREK INDUSTRIES INC,Corporation,5 HOLLAND BLDG 215,IRVINE,CA,92618,Orange,(949) 348 9276,05/25/2005,05/31/2027,C10 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,09/01/2026,CSLBSearchData_163444973.xlsx
369267,SUNTRICITY INC,Corporation,81776 CONTENTO STREET,LA QUINTA,CA,92253,Riverside,(310) 459 7062,02/07/1979,01/31/2028,B | C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,09/30/2026,CSLBSearchData_163505900.xlsx
1058411,SUNVAULT,Corporation,33360 SANDPIPER PL,FREMONT,CA,94555,Alameda,(240) 515 5671,09/23/2019,09/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163342171.xlsx
1116133,SUNWISE SOLAR SOLUTIONS,Limited Liability,140 TOWNE TERRACE #3,LOS GATOS,CA,95032,Santa Clara,(408) 614 8713,02/06/2024,02/29/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/15/2027,CSLBSearchData_163528025.xlsx
920732,SUNWORK RENEWABLE ENERGY PROJECTS,Corporation,505 WALKER DRIVE 13,MOUNTAIN VIEW,CA,94043,Santa Clara,(650) 520 9918,08/13/2008,08/31/2028,C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/28/2027,CSLBSearchData_163528025.xlsx
1076925,SUPREME SOLAR & ELECTRIC,Limited Liability,4277 W RICHERT AVE #109,FRESNO,CA,93722,Fresno,(559) 940 0905,06/15/2021,06/30/2027,C10 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,06/11/2027,CSLBSearchData_163342171.xlsx
1069368,SUTTON ROOFING,Sole Owner,43980 MAHLON VAIL RD 704,TEMECULA,CA,92592,Riverside,(951) 313 9241,09/30/2020,09/30/2028,C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/01/2027,CSLBSearchData_163505900.xlsx
1005845,SWG ENERGY INC,Corporation,7040 AVENIDA ENCINAS #104-648,CARLSBAD,CA,92011,San Diego,(214) 870 4332,07/24/2015,07/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/03/2027,CSLBSearchData_163505900.xlsx
717212,SWIFT CERTIFIED MECHANICAL,Sole Owner,4425-C TREAT BLVD #336,CONCORD,CA,94521,Contra Costa,(925) 827 5561,01/09/1996,03/31/2028,C20 | C36 | C38 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/01/2027,CSLBSearchData_163342171.xlsx
933858,SWSG INC,Corporation,1217 OWOSSO AVE,HERMOSA BEACH,CA,90254,Los Angeles,(517) 490 6184,06/11/2009,02/29/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/18/2027,CSLBSearchData_163412289.xlsx
1107653,SYMMETRIC SOLAR ENERGY,Corporation,3020 BRIDGEWAY 325,SAUSALITO,CA,94965,Marin,(415) 257 3060,07/25/2023,07/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/18/2026,CSLBSearchData_163444973.xlsx
1109123,SYNERGY 768 ELECTRIC LLC,Limited Liability,9000 BRENTWOOD BLVD SUITE A,BRENTWOOD,CA,94513,Contra Costa,(925) 308 9177,08/22/2023,08/31/2027,B | C10 | C46,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,06/23/2027,CSLBSearchData_163342171.xlsx
994847,SYNERGY 768 INC,Corporation,9000 BRENTWOOD BLVD STE A,BRENTWOOD,CA,94513,Contra Costa,(925) 308 9177,07/19/2014,07/31/2028,B | C10 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,08/18/2026,CSLBSearchData_163342171.xlsx
835016,SYNERGY COMPANIES,Corporation,5141 MAPLEWOOD CIR,OCEANSIDE,CA,92056,San Diego,(951) 259 8800,03/29/2004,03/31/2028,ASB | B | C-2 | C10 | C17 | C20 | C36 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,04/01/2027,CSLBSearchData_163505900.xlsx
945168,SYNERGY EE INC,Corporation,P O BOX 130955,CARLSBAD,CA,92013,San Diego,(510) 754 3687,04/05/2010,04/30/2028,ASB | B | C-2 | C10 | C17 | C20 | C22 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/08/2027,CSLBSearchData_163505900.xlsx
913951,SYNERGY SOLAR & ELECTRICAL SYSTEMS INC,Corporation,708 HWY 116 N #134,SEBASTOPOL,CA,95472,Sonoma,(707) 823 8003,04/14/2008,04/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163528025.xlsx
793124,T & K CONSTRUCTION,Corporation,17660 NEW HOPE STREET B,FOUNTAIN VALLEY,CA,92708,Orange,(714) 697 9627,03/29/2001,03/31/2027,B | C10 | C15 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163444973.xlsx
664428,T MARSHALL ELECTRIC,Corporation,6533 SIERRA LANE,DUBLIN,CA,94568,Alameda,(925) 734 9999,02/09/1993,02/28/2027,C10 | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
1081160,T-REX SOLAR INC,Corporation,10360 CAREY DR,GRASS VALLEY,CA,95945,Nevada,(530) 838 5358,09/14/2021,09/30/2027,C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),12/01/2026,CSLBSearchData_163444973.xlsx
1105231,TAHOE SOLAR INC,Corporation,1251 MT SHASTA CIRCLE,SOUTH LAKE TAHOE,CA,96150,El Dorado,(530) 318 0729,05/24/2023,05/31/2027,C10 | C46,Workers' Compensation Insurance,EVEREST NATIONAL INSURANCE COMPANY,07/15/2027,CSLBSearchData_163342171.xlsx
975545,TAYLOR ENERGY SYSTEMS INC,Corporation,7171 EVAN AVENUE,SEBASTOPOL,CA,95472,Sonoma,(707) 494 6053,08/03/2012,08/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/27/2027,CSLBSearchData_163528025.xlsx
836664,TECHNION CONTRACTORS T C I INC,Corporation,7618 JELLICO AVENUE,NORTHRIDGE,CA,91325,Los Angeles,(818) 345 0540,04/22/2004,04/30/2028,A | B | C-7 | C10 | C46 | D34,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,04/01/2027,CSLBSearchData_163412289.xlsx
1051985,TEICHERT SOLAR,Corporation,PO BOX 255767,SACRAMENTO,CA,95865,Sacramento,(916) 484 3011,04/04/2019,04/30/2027,A | B | C10 | C31 | C46 | HAZ,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,03/31/2027,CSLBSearchData_163505900.xlsx
1092568,TENCO SOLAR INC,Corporation,8141 E KAISER AVE SUITE 106,ANAHEIM,CA,92808,Orange,(888) 507 6937,06/09/2022,06/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/05/2027,CSLBSearchData_163444973.xlsx
909722,TERRAMAR POOL CONSTRUCTION,Sole Owner,993 SOUTH SANTA FE AVE #263,VISTA,CA,92083,San Diego,(760) 685 5989,01/29/2008,01/31/2028,C36 | C46 | C53,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,05/09/2027,CSLBSearchData_163505900.xlsx
1151024,TERRASUN ENERGY SERVICES LLC,Limited Liability,3563 LANDCO DR STE A,BAKERSFIELD,CA,93308,Kern,(512) 401 5084,02/25/2026,02/29/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/09/2027,CSLBSearchData_163412289.xlsx
888104,TESLA ENERGY OPERATIONS INC,Corporation,901 PAGE AVE,FREMONT,CA,94538,Alameda,(844) 837 5201,12/07/2006,12/31/2026,B | C10 | C39 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/31/2026,CSLBSearchData_163342171.xlsx
790691,"THE CREST CONSTRUCTION COMPANY, INC",Corporation,P O BOX 231172,ENCINITAS,CA,92023,San Diego,(760) 889 0382,01/30/2001,04/30/2028,B | C46 | C53,Workers' Compensation Insurance,BENCHMARK INSURANCE COMPANY,02/26/2027,CSLBSearchData_163505900.xlsx
1131926,THE SOLAR TECH CORP,Corporation,1404 W COMMONWEALTH AVE,FULLERTON,CA,92833,Orange,(562) 607 3256,01/21/2025,01/31/2027,C10 | C46,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,05/22/2027,CSLBSearchData_163444973.xlsx
469936,THE STANLEY LOUIS COMPANY,Corporation,2230 AMAPOLA CT SUITE 6,TORRANCE,CA,90501,Los Angeles,(310) 412 0332,02/25/1985,01/31/2027,C-4 | C36 | C46,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,01/01/2027,CSLBSearchData_163412289.xlsx
513115,"THE WHITE GLOVE GUYS, PLUMBING DRAINS HEATING AIR CONDITIONING",Corporation,4870 VIEWRIDGE AVE,SAN DIEGO,CA,92123,San Diego,(707) 243 2250,06/24/1987,06/30/2027,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,SAFETY NATIONAL CASUALTY CORPORATION,08/01/2027,CSLBSearchData_163505900.xlsx
776172,THOMAS J IVY,Sole Owner,347 SOUTH CHURCH ST,GRASS VALLEY,CA,95945,Nevada,(530) 263 7838,03/15/2000,05/31/2028,B | C36 | C46,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,04/05/2027,CSLBSearchData_163444973.xlsx
922761,THORNTON'S GAS SERVICE,Corporation,2041 WATTS AVE,NICOLAUS,CA,95659,Sutter,(530) 656 2485,09/24/2008,09/30/2028,C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163547774.xlsx
688058,THORSEN'S-NORQUIST INC,Corporation,PO BOX 2310,TURLOCK,CA,95380,Stanislaus,(209) 632 3194,04/26/1994,04/30/2028,B | C-2 | C-4 | C16 | C20 | C36 | C42 | C43 | C46,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,06/01/2027,CSLBSearchData_163528025.xlsx
1085628,THRIVING SOLAR SOLUTIONS INC,Corporation,"2010 CROW CANYON PLAZA,SUITE 100",SAN RAMON,CA,94584,Contra Costa,(925) 487 5539,01/05/2022,01/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/05/2026,CSLBSearchData_163342171.xlsx
781374,TIMELESS DEVELOPMENT,Corporation,7676 MIRAMAR ROAD,SAN DIEGO,CA,92126,San Diego,(858) 536 1048,07/10/2000,07/31/2028,A | B | C-6 | C10 | C29 | C33 | C36 | C46 | C54 | HAZ,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,10/19/2026,CSLBSearchData_163505900.xlsx
1152671,TOUGH SOLAR,Sole Owner,68418 DESCANSO CIRCLE,CATHEDRAL CITY,CA,90262,Riverside,(562) 391 5909,03/26/2026,03/31/2028,C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,05/13/2027,CSLBSearchData_163505900.xlsx
1109302,TOWNSEND SOLAR AND POOLS INC,Corporation,836 NANCY DR,RIPON,CA,95366,San Joaquin,(209) 652 0921,08/25/2023,08/31/2027,C46 | C53,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/09/2027,CSLBSearchData_163505900.xlsx
1066318,TRANE U S INC,Corporation,3253 E IMPERIAL HWY,BREA,CA,92821,Orange,(888) 973 9005,06/16/2020,06/30/2028,A | B | C-4 | C10 | C20 | C36 | C38 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,04/17/2027,CSLBSearchData_163444973.xlsx
996593,TREEPUBLIC SOLAR,Corporation,3521 JACK NORTHROP AVE,HAWTHORNE,CA,90250,Los Angeles,(800) 701 8073,09/10/2014,04/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/14/2027,CSLBSearchData_163412289.xlsx
947751,TRIANGLE MANUFACTURING INC,Corporation,3726 PARK PLACE,MONTROSE,CA,910201623,Los Angeles,(818) 301 7777,05/26/2010,05/31/2028,A | C10 | C46 | HAZ,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/20/2027,CSLBSearchData_163412289.xlsx
853740,TRINITY POWER,Corporation,3604 W GETTYSBURG AVE,FRESNO,CA,93722,Fresno,(559) 761 1000,01/27/2005,03/31/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163342171.xlsx
1068141,TRUE SOLAR & ELECTRIC INC,Corporation,12521 W JENSEN AVE,KERMAN,CA,93630,Fresno,(559) 755 7769,08/21/2020,08/31/2026,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/18/2027,CSLBSearchData_163342171.xlsx
970591,TRUEPOWER SOLAR,Corporation,2510 SUPPLY ST,POMONA,CA,91767,Los Angeles,(714) 676 8888,03/05/2012,03/31/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/02/2026,CSLBSearchData_163412289.xlsx
